gene,disease,category,phase,mol_id,VDR_score,GR_score,VDR_dominant
TLR8,Psoriasis,skin,2.0,CHEMBL4297995,0.0,0.0,False
TLR9,Psoriasis,skin,2.0,CHEMBL4297995,9.84,44.51,False
TLR7,Psoriasis,skin,2.0,CHEMBL4297995,0.0,3.51,False
TYK2,Psoriasis,skin,4.0,CHEMBL4435170,20.2,73.07,False
CALCRL,Psoriasis,skin,2.0,CHEMBL2178422,6.77,0.0,True
ROCK2,Psoriasis,skin,2.0,CHEMBL2005186,10.49,58.06,False
TYK2,Psoriasis,skin,2.0,CHEMBL4459585,20.2,73.07,False
JAK1,Psoriasis,skin,2.0,CHEMBL1795071,12.81,85.48,False
JAK2,Psoriasis,skin,2.0,CHEMBL1795071,21.27,62.01,False
NR3C1,Psoriasis,skin,4.0,CHEMBL989,56.91,9.43,True
RIPK1,Psoriasis,skin,2.0,CHEMBL4071864,18.79,171.22,False
NR3C1,Psoriasis,skin,2.0,CHEMBL1504,56.91,9.43,True
DHFR,Psoriasis,skin,4.0,CHEMBL3244648,33.89,42.56,False
CXCR2,Psoriasis,skin,2.0,CHEMBL2103864,69.42,8.12,True
CXCR1,Psoriasis,skin,2.0,CHEMBL2103864,4.96,0.0,True
TNF,Crohn Disease,GI,4.0,CHEMBL1201581,36.86,19.49,True
PPAT,Crohn Disease,GI,3.0,CHEMBL1200751,6.72,17.2,False
ALOX5,Crohn Disease,GI,3.0,CHEMBL704,3.77,14.06,False
PPARG,Crohn Disease,GI,3.0,CHEMBL704,11.09,12.78,False
DHFR,Crohn Disease,GI,3.0,CHEMBL34259,33.89,42.56,False
CD86,Crohn Disease,GI,3.0,CHEMBL1201823,26.86,18.65,True
CD80,Crohn Disease,GI,3.0,CHEMBL1201823,11.29,0.0,True
TNF,Crohn Disease,GI,4.0,CHEMBL1201580,36.86,19.49,True
NR3C1,Crohn Disease,GI,4.0,CHEMBL1370,56.91,9.43,True
IGF1R,Crohn Disease,GI,2.0,CHEMBL1201716,13.29,64.15,False
PPAT,Crohn Disease,GI,3.0,CHEMBL1542,6.72,17.2,False
NR3C1,Crohn Disease,GI,4.0,CHEMBL384467,56.91,9.43,True
VDR,Crohn Disease,GI,3.0,CHEMBL1042,30.94,15.24,True
GLP2R,Crohn Disease,GI,2.0,CHEMBL2104987,0.0,9.98,False
TNF,Crohn Disease,GI,4.0,CHEMBL1201831,36.86,19.49,True
NR3C1,Crohn Disease,GI,4.0,CHEMBL635,56.91,9.43,True
NR3C1,Crohn Disease,GI,4.0,CHEMBL131,56.91,9.43,True
NR3C1,Crohn Disease,GI,4.0,CHEMBL2021430,56.91,9.43,True
RARA,Crohn Disease,GI,2.0,CHEMBL25202,34.13,242.19,False
RARB,Crohn Disease,GI,2.0,CHEMBL25202,0.0,89.36,False
ITGB7,Crohn Disease,GI,3.0,CHEMBL1743015,62.27,17.23,True
IL17A,Crohn Disease,GI,2.0,CHEMBL1743068,0.0,0.0,False
MAPK14,Crohn Disease,GI,2.0,CHEMBL2107779,34.95,69.51,False
CCR9,Crohn Disease,GI,2.0,CHEMBL2178578,0.0,12.27,False
TNFSF11,Crohn Disease,GI,1.0,CHEMBL1237023,0.0,0.0,False
JAK3,Crohn Disease,GI,3.0,CHEMBL3301607,10.18,31.66,False
JAK2,Crohn Disease,GI,3.0,CHEMBL3301607,21.27,62.01,False
JAK1,Crohn Disease,GI,3.0,CHEMBL3301607,12.81,85.48,False
TYK2,Crohn Disease,GI,3.0,CHEMBL3301607,20.2,73.07,False
IL6,Crohn Disease,GI,2.0,CHEMBL1743050,3.51,56.98,False
GHR,Crohn Disease,GI,2.0,CHEMBL1201621,57.7,0.0,True
VDR,Crohn Disease,GI,2.0,CHEMBL1536,30.94,15.24,True
MMP9,Crohn Disease,GI,2.0,CHEMBL3833374,11.54,71.71,False
MADCAM1,Crohn Disease,GI,3.0,CHEMBL2109511,277.19,109.23,True
IL6,Crohn Disease,GI,2.0,CHEMBL2108589,3.51,56.98,False
IL13,Crohn Disease,GI,2.0,CHEMBL2109465,3.31,99.09,False
IL17RA,Crohn Disease,GI,2.0,CHEMBL1742996,28.82,33.51,False
MMP13,Crohn Disease,GI,2.0,CHEMBL1200699,0.0,13.01,False
MMP8,Crohn Disease,GI,2.0,CHEMBL1200699,3.93,56.14,False
MMP7,Crohn Disease,GI,2.0,CHEMBL1200699,6.07,39.99,False
MMP1,Crohn Disease,GI,2.0,CHEMBL1200699,0.0,0.0,False
NR3C1,Crohn Disease,GI,4.0,CHEMBL650,56.91,9.43,True
VDR,Crohn Disease,GI,1.0,CHEMBL846,30.94,15.24,True
CD3E,Crohn Disease,GI,2.0,CHEMBL2108811,0.0,14.1,False
ESR2,Crohn Disease,GI,1.0,CHEMBL450940,16.18,87.2,False
HDAC1,Crohn Disease,GI,1.0,CHEMBL98,53.58,41.17,True
HDAC2,Crohn Disease,GI,1.0,CHEMBL98,0.0,20.68,False
HDAC3,Crohn Disease,GI,1.0,CHEMBL98,4.83,49.5,False
HDAC6,Crohn Disease,GI,1.0,CHEMBL98,0.0,15.02,False
CD52,Crohn Disease,GI,2.0,CHEMBL1201587,9.65,0.0,True
CSF3R,Crohn Disease,GI,2.0,CHEMBL1201567,137.23,31.13,True
MS4A1,Crohn Disease,GI,1.0,CHEMBL1201576,0.0,8.92,False
CXCL10,Crohn Disease,GI,2.0,CHEMBL2109664,5.29,21.93,False
S1PR5,Crohn Disease,GI,3.0,CHEMBL3707247,5.07,15.94,False
CNR1,Crohn Disease,GI,2.0,CHEMBL190461,22.58,49.88,False
NR3C1,Crohn Disease,GI,4.0,CHEMBL389621,56.91,9.43,True
IL18,Crohn Disease,GI,1.0,CHEMBL2109606,10.77,91.56,False
CNR2,Crohn Disease,GI,2.0,CHEMBL4175981,39.16,29.54,True
JAK3,Crohn Disease,GI,2.0,CHEMBL4085457,10.18,31.66,False
JAK1,Crohn Disease,GI,2.0,CHEMBL4297477,12.81,85.48,False
TYK2,Crohn Disease,GI,2.0,CHEMBL4297477,20.2,73.07,False
PIKFYVE,Crohn Disease,GI,2.0,CHEMBL4297643,32.2,33.04,False
CX3CL1,Crohn Disease,GI,2.0,CHEMBL4297942,10.89,25.81,False
PIKFYVE,Crohn Disease,GI,2.0,CHEMBL6067997,32.2,33.04,False
FAAH,Crohn Disease,GI,1.0,CHEMBL112,9.36,119.53,False
TRPV1,Crohn Disease,GI,1.0,CHEMBL112,0.0,0.0,False
S1PR1,Crohn Disease,GI,3.0,CHEMBL3358920,6.26,29.35,False
SCN4A,Crohn Disease,GI,2.0,CHEMBL1404,0.0,5.51,False
SCN5A,Crohn Disease,GI,2.0,CHEMBL1404,0.0,18.58,False
TNFSF14,Crohn Disease,GI,1.0,CHEMBL4802198,35.06,90.67,False
TNF,Crohn Disease,GI,2.0,CHEMBL1201833,36.86,19.49,True
SLC5A2,Crohn Disease,GI,1.0,CHEMBL2107830,25.13,17.87,True
IL6,Crohn Disease,GI,2.0,CHEMBL6068160,3.51,56.98,False
TNF,"Colitis, Ulcerative",GI,4.0,CHEMBL1201580,36.86,19.49,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL1370,56.91,9.43,True
TNF,"Colitis, Ulcerative",GI,4.0,CHEMBL1201581,36.86,19.49,True
ALOX5,"Colitis, Ulcerative",GI,4.0,CHEMBL704,3.77,14.06,False
PPARG,"Colitis, Ulcerative",GI,4.0,CHEMBL704,11.09,12.78,False
DHFR,"Colitis, Ulcerative",GI,2.0,CHEMBL34259,33.89,42.56,False
TNF,"Colitis, Ulcerative",GI,4.0,CHEMBL1201833,36.86,19.49,True
TNF,"Colitis, Ulcerative",GI,2.0,CHEMBL1201831,36.86,19.49,True
CD86,"Colitis, Ulcerative",GI,3.0,CHEMBL1201823,26.86,18.65,True
CD80,"Colitis, Ulcerative",GI,3.0,CHEMBL1201823,11.29,0.0,True
MS4A1,"Colitis, Ulcerative",GI,2.0,CHEMBL1201576,0.0,8.92,False
PPAT,"Colitis, Ulcerative",GI,3.0,CHEMBL1542,6.72,17.2,False
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL131,56.91,9.43,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL2021430,56.91,9.43,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL384467,56.91,9.43,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL635,56.91,9.43,True
CCR9,"Colitis, Ulcerative",GI,2.0,CHEMBL2178578,0.0,12.27,False
ITGB7,"Colitis, Ulcerative",GI,3.0,CHEMBL1743015,62.27,17.23,True
CD3E,"Colitis, Ulcerative",GI,2.0,CHEMBL2108811,0.0,14.1,False
IL13,"Colitis, Ulcerative",GI,2.0,CHEMBL1743081,3.31,99.09,False
CXCR2,"Colitis, Ulcerative",GI,2.0,CHEMBL2178579,69.42,8.12,True
CCL11,"Colitis, Ulcerative",GI,2.0,CHEMBL2109103,0.0,0.0,False
IL13,"Colitis, Ulcerative",GI,2.0,CHEMBL1742985,3.31,99.09,False
VDR,"Colitis, Ulcerative",GI,1.0,CHEMBL1536,30.94,15.24,True
ITGA2,"Colitis, Ulcerative",GI,2.0,CHEMBL1743086,19.37,107.8,False
JAK3,"Colitis, Ulcerative",GI,3.0,CHEMBL3301607,10.18,31.66,False
JAK2,"Colitis, Ulcerative",GI,3.0,CHEMBL3301607,21.27,62.01,False
JAK1,"Colitis, Ulcerative",GI,3.0,CHEMBL3301607,12.81,85.48,False
TYK2,"Colitis, Ulcerative",GI,3.0,CHEMBL3301607,20.2,73.07,False
MMP9,"Colitis, Ulcerative",GI,2.0,CHEMBL3833374,11.54,71.71,False
PPARG,"Colitis, Ulcerative",GI,2.0,CHEMBL121,11.09,12.78,False
S1PR1,"Colitis, Ulcerative",GI,3.0,CHEMBL3358920,6.26,29.35,False
JAK1,"Colitis, Ulcerative",GI,1.0,CHEMBL3301606,12.81,85.48,False
MADCAM1,"Colitis, Ulcerative",GI,3.0,CHEMBL2109511,277.19,109.23,True
CNR1,"Colitis, Ulcerative",GI,2.0,CHEMBL190461,22.58,49.88,False
ALOX5,"Colitis, Ulcerative",GI,4.0,CHEMBL1200760,3.77,14.06,False
PPARG,"Colitis, Ulcerative",GI,4.0,CHEMBL1200760,11.09,12.78,False
XDH,"Colitis, Ulcerative",GI,3.0,CHEMBL1467,0.0,8.12,False
VDR,"Colitis, Ulcerative",GI,3.0,CHEMBL1042,30.94,15.24,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL389621,56.91,9.43,True
MMP13,"Colitis, Ulcerative",GI,2.0,CHEMBL1200699,0.0,13.01,False
MMP8,"Colitis, Ulcerative",GI,2.0,CHEMBL1200699,3.93,56.14,False
MMP7,"Colitis, Ulcerative",GI,2.0,CHEMBL1200699,6.07,39.99,False
MMP1,"Colitis, Ulcerative",GI,2.0,CHEMBL1200699,0.0,0.0,False
PPAT,"Colitis, Ulcerative",GI,3.0,CHEMBL1200751,6.72,17.2,False
PTGER4,"Colitis, Ulcerative",GI,2.0,CHEMBL303960,14.13,27.15,False
CXCL10,"Colitis, Ulcerative",GI,2.0,CHEMBL2109664,5.29,21.93,False
S1PR5,"Colitis, Ulcerative",GI,3.0,CHEMBL3707247,5.07,15.94,False
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL650,56.91,9.43,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL1200538,56.91,9.43,True
NR3C1,"Colitis, Ulcerative",GI,4.0,CHEMBL1200762,56.91,9.43,True
JAK1,"Colitis, Ulcerative",GI,2.0,CHEMBL3622820,12.81,85.48,False
CCR5,"Colitis, Ulcerative",GI,1.0,CHEMBL2109342,19.46,0.0,True
GPR84,"Colitis, Ulcerative",GI,2.0,CHEMBL3716365,25.04,84.67,False
SIRT1,"Colitis, Ulcerative",GI,1.0,CHEMBL4297436,41.02,239.18,False
JAK3,"Colitis, Ulcerative",GI,2.0,CHEMBL4085457,10.18,31.66,False
JAK1,"Colitis, Ulcerative",GI,2.0,CHEMBL4297477,12.81,85.48,False
TYK2,"Colitis, Ulcerative",GI,2.0,CHEMBL4297477,20.2,73.07,False
FFAR2,"Colitis, Ulcerative",GI,2.0,CHEMBL3353541,142.07,0.0,True
DHODH,"Colitis, Ulcerative",GI,2.0,CHEMBL197194,19.91,36.24,False
TLR9,"Colitis, Ulcerative",GI,3.0,CHEMBL4297564,9.84,44.51,False
ALOX5,"Colitis, Ulcerative",GI,4.0,CHEMBL1201013,3.77,14.06,False
PPARG,"Colitis, Ulcerative",GI,4.0,CHEMBL1201013,11.09,12.78,False
NR3C2,"Colitis, Ulcerative",GI,1.0,CHEMBL2348780,19.75,18.02,True
NR3C1,"Colitis, Ulcerative",GI,1.0,CHEMBL2348780,56.91,9.43,True
CD14,"Colitis, Ulcerative",GI,2.0,CHEMBL4297333,207.55,155.41,True
TLR2,"Colitis, Ulcerative",GI,2.0,CHEMBL4297333,11.37,12.71,False
CD40LG,"Colitis, Ulcerative",GI,2.0,CHEMBL4298212,0.0,0.0,False
TYK2,"Colitis, Ulcerative",GI,2.0,CHEMBL4435170,20.2,73.07,False
TNFRSF4,"Colitis, Ulcerative",GI,1.0,CHEMBL4594567,0.0,193.04,False
ALOX5,"Colitis, Ulcerative",GI,4.0,CHEMBL421,3.77,14.06,False
TYK2,"Colitis, Ulcerative",GI,2.0,CHEMBL4459585,20.2,73.07,False
RIPK1,"Colitis, Ulcerative",GI,2.0,CHEMBL4071864,18.79,171.22,False
MAP3K8,"Colitis, Ulcerative",GI,2.0,CHEMBL4802154,21.09,12.13,True
SLC5A2,"Colitis, Ulcerative",GI,2.0,CHEMBL2107830,25.13,17.87,True
REN,"Colitis, Ulcerative",GI,2.0,CHEMBL4110551,216.9,21.99,True
TNFSF14,"Colitis, Ulcerative",GI,1.0,CHEMBL4802198,35.06,90.67,False
IL4R,"Colitis, Ulcerative",GI,2.0,CHEMBL2108675,24.75,50.92,False
S1PR1,"Colitis, Ulcerative",GI,4.0,CHEMBL3707246,6.26,29.35,False
S1PR1,"Colitis, Ulcerative",GI,4.0,CHEMBL3989933,6.26,29.35,False
S1PR5,"Colitis, Ulcerative",GI,4.0,CHEMBL3989933,5.07,15.94,False
S1PR4,"Colitis, Ulcerative",GI,4.0,CHEMBL3989933,0.0,27.15,False
OSMR,"Colitis, Ulcerative",GI,2.0,CHEMBL4594341,39.93,182.9,False
IL1B,"Colitis, Ulcerative",GI,2.0,CHEMBL4594518,10.2,45.09,False
IL1A,"Colitis, Ulcerative",GI,2.0,CHEMBL4594518,75.78,18.7,True
S1PR1,"Colitis, Ulcerative",GI,2.0,CHEMBL2137148,6.26,29.35,False
SLC12A1,Nephrotic Syndrome,renal,4.0,CHEMBL1072,2.43,8.67,False
SLC12A3,Nephrotic Syndrome,renal,4.0,CHEMBL842,7.35,40.15,False
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL131,56.91,9.43,True
MS4A1,Nephrotic Syndrome,renal,3.0,CHEMBL1201576,0.0,8.92,False
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL1650,56.91,9.43,True
SLC12A3,Nephrotic Syndrome,renal,4.0,CHEMBL435,7.35,40.15,False
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL384467,56.91,9.43,True
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL2021430,56.91,9.43,True
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL635,56.91,9.43,True
MS4A1,Nephrotic Syndrome,renal,2.0,CHEMBL1201836,0.0,8.92,False
GMPS,Nephrotic Syndrome,renal,3.0,CHEMBL245019,14.64,30.96,False
MC2R,Nephrotic Syndrome,renal,3.0,CHEMBL1201610,0.0,111.82,False
CD86,Nephrotic Syndrome,renal,2.0,CHEMBL1201823,26.86,18.65,True
CD80,Nephrotic Syndrome,renal,2.0,CHEMBL1201823,11.29,0.0,True
SLC12A1,Nephrotic Syndrome,renal,4.0,CHEMBL35,2.43,8.67,False
NR3C2,Nephrotic Syndrome,renal,4.0,CHEMBL1393,19.75,18.02,True
F10,Nephrotic Syndrome,renal,1.0,CHEMBL231779,0.0,0.0,False
SERPINC1,Nephrotic Syndrome,renal,2.0,CHEMBL1201476,0.0,0.0,False
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL1200538,56.91,9.43,True
SLC12A1,Nephrotic Syndrome,renal,4.0,CHEMBL456,2.43,8.67,False
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL1364144,56.91,9.43,True
NR3C1,Nephrotic Syndrome,renal,4.0,CHEMBL1201014,56.91,9.43,True
SLC12A3,Nephrotic Syndrome,renal,4.0,CHEMBL1055,7.35,40.15,False
TNFSF13B,Nephrotic Syndrome,renal,2.0,CHEMBL1789843,0.0,0.0,False
MS4A1,Nephrotic Syndrome,renal,2.0,CHEMBL1743048,0.0,8.92,False
NR3C1,Uveitis,eye,4.0,CHEMBL989,56.91,9.43,True
MC2R,Uveitis,eye,2.0,CHEMBL1201610,0.0,111.82,False
NR3C1,Uveitis,eye,3.0,CHEMBL635,56.91,9.43,True
NR3C1,Uveitis,eye,3.0,CHEMBL1504,56.91,9.43,True
DHFR,Uveitis,eye,3.0,CHEMBL34259,33.89,42.56,False
FKBP1A,Uveitis,eye,2.0,CHEMBL1908360,10.99,52.01,False
HMGCR,Uveitis,eye,2.0,CHEMBL1064,23.51,34.51,False
IL17A,Uveitis,eye,3.0,CHEMBL1743068,0.0,0.0,False
CD86,Uveitis,eye,2.0,CHEMBL1201823,26.86,18.65,True
CD80,Uveitis,eye,2.0,CHEMBL1201823,11.29,0.0,True
IL1B,Uveitis,eye,3.0,CHEMBL1743026,10.2,45.09,False
TNF,Uveitis,eye,4.0,CHEMBL1201580,36.86,19.49,True
IL1R1,Uveitis,eye,2.0,CHEMBL1201570,5.72,333.19,False
IL6R,Uveitis,eye,2.0,CHEMBL1237022,99.59,82.9,True
PPP3CA,Uveitis,eye,3.0,CHEMBL5314379,141.59,11.37,True
VEGFA,Uveitis,eye,3.0,CHEMBL1201583,110.38,11.56,True
FN1,Uveitis,eye,1.0,CHEMBL2095222,18.98,27.15,False
IL6R,Uveitis,eye,2.0,CHEMBL2108730,99.59,82.9,True
NR3C1,Uveitis,eye,3.0,CHEMBL1152,56.91,9.43,True
NR3C1,Uveitis,eye,3.0,CHEMBL1201749,56.91,9.43,True
DHODH,Uveitis,eye,2.0,CHEMBL960,19.91,36.24,False
JAK3,Uveitis,eye,2.0,CHEMBL3301607,10.18,31.66,False
JAK2,Uveitis,eye,2.0,CHEMBL3301607,21.27,62.01,False
JAK1,Uveitis,eye,2.0,CHEMBL3301607,12.81,85.48,False
TYK2,Uveitis,eye,2.0,CHEMBL3301607,20.2,73.07,False
JAK1,Uveitis,eye,3.0,CHEMBL2105759,12.81,85.48,False
JAK2,Uveitis,eye,3.0,CHEMBL2105759,21.27,62.01,False
PPIA,Uveitis,eye,1.0,CHEMBL160,17.44,7.85,True
NR3C1,Uveitis,eye,2.0,CHEMBL131,56.91,9.43,True
IL17A,Uveitis,eye,2.0,CHEMBL4297686,0.0,0.0,False
NR3C1,Uveitis,eye,4.0,CHEMBL1364144,56.91,9.43,True
NR3C1,Uveitis,eye,4.0,CHEMBL1201014,56.91,9.43,True
NR3C1,Uveitis,eye,4.0,CHEMBL384467,56.91,9.43,True
